cycle,bootstrap,component,A,G,AG,aligned_component
0708,80,IC2,0.0797834849602021,0.0124653870617339,-0.000121073471696,IC1
0708,81,IC2,0.0890654123281305,0.0265162561453854,-0.0346136602824128,IC1
0708,82,IC2,0.2150482354024635,0.0300296543560524,-0.0490154323160546,IC1
0708,83,IC2,0.0423155783897825,0.0024419892107051,0.0023960649831709,IC1
0708,84,IC2,0.1057023510573408,-0.0032979471758194,-0.0153299153398441,IC1
0708,85,IC2,0.0606515168404489,-0.0009992491193814,-0.0281010213508305,IC1
0708,86,IC2,0.2048087527722615,-0.0024754766488169,-0.0279206024000406,IC1
0708,87,IC2,0.2034072788144764,0.0089803935672725,-0.1015474083714309,IC1
0708,88,IC2,0.2369402511133118,0.0039144204529558,-0.0537644167783723,IC1
0708,89,IC2,0.173631908001971,0.0173120648974138,-0.0358567148780501,IC1
0708,90,IC2,0.1929642079464948,0.0207067889732648,-0.0331651537157886,IC1
0708,91,IC2,0.1310826202541447,0.0210767265396423,-0.0343510680553948,IC1
0708,92,IC2,0.2275024656300553,0.0311218957254651,-0.1049319698174256,IC1
0708,93,IC2,0.130017258573923,0.0493114387336157,-0.0271553818200105,IC1
0708,94,IC2,0.2383440817043126,0.0232579146685044,-0.0725250788540869,IC1
0708,95,IC2,0.1635309366279775,0.0192940296780351,-0.0065170246633191,IC1
0708,96,IC2,0.1448318690195646,-0.0008048177849502,-0.0186357123956985,IC1
0708,97,IC2,0.2366775282016295,0.0150717877980612,-0.0449009947253202,IC1
0708,98,IC2,0.1116489287606802,0.0361289450922649,-0.0401274486122636,IC1
0708,99,IC2,0.1250620050444741,0.021939506516903,-0.0667440802604088,IC1
0708,100,IC2,0.2642823971546194,0.0282382754831199,-0.1039401927185586,IC1
0708,101,IC2,0.0130291651039387,-0.0486243599242124,0.0309906063075335,IC1
0708,102,IC2,0.1365028163756949,0.0476670128858822,-0.0577942650433786,IC1
0708,103,IC2,0.0959761881312915,0.0193846123161606,0.0073722992053179,IC1
0708,104,IC2,0.1160994605391693,0.0187873475086247,-0.0420517011897521,IC1
0708,105,IC2,0.0810990943293041,0.0306520891679182,-0.0443457742399644,IC1
0708,106,IC2,0.1087837302091789,0.0117813062780018,0.0091452821442216,IC1
0708,107,IC2,0.1167477598383801,0.0033445200731279,-0.0517135371863752,IC1
0708,108,IC2,0.1339259853046945,0.0445144446900972,-0.0277110423549287,IC1
0708,109,IC2,0.08262036575963,0.0086489354894544,-0.0690143276184845,IC1
0708,110,IC2,0.0646256664186175,0.0046710548500765,-0.00117997912572,IC1
0708,111,IC2,0.10134017650776,0.0167485771397073,-0.0242611497631168,IC1
0708,112,IC2,0.1354158552279414,0.0133223706675135,-0.0524601623461073,IC1
0708,113,IC2,0.2766140634461962,0.0064306773710888,-0.0615885721579906,IC1
0708,114,IC2,0.190571756249091,0.0150534444702205,-0.0582541833142259,IC1
0708,115,IC2,0.1895207423519358,0.0145701314039433,-0.0409039368081192,IC1
0708,116,IC2,0.0558847951646258,0.0002100643449821,-0.0240220381349899,IC1
0708,117,IC2,0.1634830287091749,0.0264817006275047,-0.0556215064490794,IC1
0708,118,IC2,0.0343849300861977,0.0016700373284158,-0.0086568965294347,IC1
0708,119,IC2,0.1481911220807633,0.0219881067203385,-0.0853342550093034,IC1
0708,120,IC2,0.1874698275496075,-0.0068783717434308,-0.0289214984324888,IC1
0708,121,IC2,0.0937084924409772,-0.0052975908804533,-0.0164883974950842,IC1
0708,122,IC2,0.2247465436723018,-0.0153092347662442,-0.0557671325310865,IC1
0708,123,IC2,-0.0319871891863816,0.0078592401229173,0.0510460835311773,IC1
0708,124,IC2,0.0948457343705196,0.0118690275747045,-0.0296337702541229,IC1
0708,125,IC2,0.1879613683446769,0.0109584961182226,-0.020319111690228,IC1
0708,126,IC2,-0.0082053608897168,0.0389909317806251,-0.0060646288146481,IC1
